num,issn,score,name
3708,0018-9391,2.784,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT
3709,0018-9391,2.784,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT
3710,0031-1820,2.783,PARASITOLOGY
3711,1167-1122,2.782,EUROPEAN JOURNAL OF DERMATOLOGY
3712,1746-1391,2.781,European Journal of Sport Science
3713,0000-0000,2.781,G3-Genes Genomes Genetics
3714,1056-8727,2.781,JOURNAL OF DIABETES AND ITS COMPLICATIONS
3715,0020-7179,2.780,INTERNATIONAL JOURNAL OF CONTROL
3716,0887-8250,2.780,JOURNAL OF SENSORY STUDIES
3717,0000-0000,2.780,Nonlinear Analysis-Modelling and Control
3718,0893-164X,2.780,PSYCHOLOGY OF ADDICTIVE BEHAVIORS
3719,1561-8625,2.779,ASIAN JOURNAL OF CONTROL
3720,2040-5790,2.779,Applied Economic Perspectives and Policy
3721,2040-5790,2.779,Applied Economic Perspectives and Policy
3722,1363-2469,2.779,JOURNAL OF EARTHQUAKE ENGINEERING
3723,1674-4918,2.779,Journal of Systematics and Evolution
3724,0925-3467,2.779,OPTICAL MATERIALS
3725,0000-0000,2.779,SIGNAL PROCESSING-IMAGE COMMUNICATION
3726,0000-0000,2.778,Bladder Cancer
3727,0000-0000,2.778,Pulmonology
3728,1386-6532,2.777,JOURNAL OF CLINICAL VIROLOGY
3729,0000-0000,2.777,PHYSICAL REVIEW A
3730,0021-9142,2.775,JOURNAL OF THE ASTRONAUTICAL SCIENCES
3731,1364-6745,2.774,NEUROGENETICS
3732,0000-0000,2.773,INFECTION GENETICS AND EVOLUTION
3733,0950-5423,2.773,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY
3734,0962-9343,2.773,QUALITY OF LIFE RESEARCH
3735,0962-9343,2.773,QUALITY OF LIFE RESEARCH
3736,1347-4367,2.772,Drug Metabolism and Pharmacokinetics
3737,1350-4509,2.772,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY
3738,0000-0000,2.772,International Journal of Chronic Obstructive Pulmonary Disease
3739,0000-0000,2.772,JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION
3740,0958-0344,2.772,PHYTOCHEMICAL ANALYSIS
3741,0022-4790,2.771,JOURNAL OF SURGICAL ONCOLOGY
3742,0000-0000,2.771,WASTE MANAGEMENT & RESEARCH
3743,0001-6349,2.770,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA
3744,1462-8910,2.769,Colorectal Disease
3745,0016-3287,2.769,FUTURES
3746,0304-4238,2.769,SCIENTIA HORTICULTURAE
3747,0000-0000,2.768,Hernia
3748,1074-7427,2.768,NEUROBIOLOGY OF LEARNING AND MEMORY
3749,1074-7427,2.768,NEUROBIOLOGY OF LEARNING AND MEMORY
3750,0929-5585,2.767,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS
3751,1936-0584,2.767,Ecohydrology
3752,0092-6566,2.767,JOURNAL OF RESEARCH IN PERSONALITY
3753,1590-9921,2.767,Journal of Orthopaedics and Traumatology
3754,0271-5317,2.767,NUTRITION RESEARCH
3755,1552-6712,2.765,Human Resource Development Review
3756,0013-0133,2.764,ECONOMIC JOURNAL
3757,1875-9637,2.763,Aeolian Research
3758,0301-0511,2.763,BIOLOGICAL PSYCHOLOGY
3759,0301-0511,2.763,BIOLOGICAL PSYCHOLOGY
3760,1439-0108,2.763,JOURNAL OF SOILS AND SEDIMENTS
3761,1535-3508,2.763,Molecular Imaging
3762,0000-0000,2.763,Policy and Internet
3763,0000-0000,2.762,Plants-Basel
3764,0000-0000,2.762,SYSTEMS & CONTROL LETTERS
3765,0040-6031,2.762,THERMOCHIMICA ACTA
3766,1045-2249,2.761,BEHAVIORAL ECOLOGY
3767,2190-9172,2.761,Dermatology and Therapy
3768,1879-4068,2.761,Journal of Geriatric Oncology
3769,0000-0000,2.760,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY
3770,0567-7351,2.759,ACTA CHIMICA SINICA
3771,0896-0267,2.759,BRAIN TOPOGRAPHY
3772,0967-0262,2.756,EUROPEAN JOURNAL OF PHYCOLOGY
3773,1049-9644,2.754,BIOLOGICAL CONTROL
3774,0000-0000,2.754,FUNDAMENTAL & CLINICAL PHARMACOLOGY
3775,1734-1140,2.754,Pharmacological Reports
3776,0141-1187,2.753,APPLIED OCEAN RESEARCH
3777,2192-6506,2.753,ChemPlusChem
3778,1568-4156,2.753,International Journal of Integrated Care
3779,1568-4156,2.753,International Journal of Integrated Care
3780,0000-0000,2.753,Processes
3781,1351-0002,2.753,REDOX REPORT
3782,0163-2116,2.751,DIGESTIVE DISEASES AND SCIENCES
3783,0494-4712,2.751,KOREAN JOURNAL OF INTERNAL MEDICINE
3784,0048-3575,2.751,PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY
3785,0033-183X,2.751,PROTOPLASMA
3786,1088-8691,2.750,Applied Developmental Science
3787,1324-9347,2.750,CHINA JOURNAL
3788,1741-1106,2.750,International Journal of Web and Grid Services
3789,0268-2575,2.750,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY
3790,0960-8931,2.750,MELANOMA RESEARCH
3791,0027-3171,2.750,MULTIVARIATE BEHAVIORAL RESEARCH
3792,0027-3171,2.750,MULTIVARIATE BEHAVIORAL RESEARCH
3793,0000-0000,2.749,Frontiers in Environmental Science
3794,1094-8341,2.749,PHYSIOLOGICAL GENOMICS
3795,1877-959X,2.749,Ticks and Tick-Borne Diseases
3796,0000-0000,2.747,Frontiers in Bioscience-Landmark
3797,0031-3998,2.747,PEDIATRIC RESEARCH
3798,0000-0000,2.746,Frontiers in Energy Research
3799,1941-1340,2.745,Annual Review of Resource Economics
3800,1941-1340,2.745,Annual Review of Resource Economics
3801,0000-0000,2.742,GENDER & SOCIETY
3802,1661-7800,2.742,Neonatology
3803,1868-1743,2.741,Molecular Informatics
3804,0000-0000,2.741,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES
3805,0000-0000,2.740,EFSA Journal
3806,0306-7734,2.740,INTERNATIONAL STATISTICAL REVIEW
3807,1750-9378,2.740,Infectious Agents and Cancer
3808,1932-6203,2.740,PLoS One
3809,0000-0000,2.740,Perioperative Medicine
3810,0148-5717,2.740,SEXUALLY TRANSMITTED DISEASES
3811,1046-7408,2.739,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY
3812,0165-232X,2.739,COLD REGIONS SCIENCE AND TECHNOLOGY
3813,0000-0000,2.739,DARU-Journal of Pharmaceutical Sciences
3814,0098-3063,2.739,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS
3815,0167-6105,2.739,JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS
3816,0278-0240,2.738,DISEASE MARKERS
3817,0000-0000,2.737,Clinical & Translational Oncology
3818,0144-6665,2.736,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY
3819,1043-951X,2.736,CHINA ECONOMIC REVIEW
3820,0046-8177,2.735,HUMAN PATHOLOGY
3821,1773-2247,2.734,JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY
3822,0954-4879,2.734,TERRA NOVA
3823,0006-8993,2.733,BRAIN RESEARCH
3824,0000-0000,2.733,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS
3825,0268-1102,2.733,Information Technology for Development
3826,1648-6897,2.733,Journal of Environmental Engineering and Landscape Management
3827,1389-5575,2.733,MINI-REVIEWS IN MEDICINAL CHEMISTRY
3828,1388-6150,2.731,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY
3829,0026-2862,2.730,MICROVASCULAR RESEARCH
3830,1752-458X,2.729,Insect Conservation and Diversity
3831,0736-0266,2.728,JOURNAL OF ORTHOPAEDIC RESEARCH
3832,0037-0738,2.728,SEDIMENTARY GEOLOGY
3833,0000-0000,2.727,BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY
3834,0141-1136,2.727,MARINE ENVIRONMENTAL RESEARCH
3835,0950-5849,2.726,INFORMATION AND SOFTWARE TECHNOLOGY
3836,0022-4596,2.726,JOURNAL OF SOLID STATE CHEMISTRY
3837,0885-7490,2.726,METABOLIC BRAIN DISEASE
3838,1747-6348,2.725,Expert Review of Respiratory Medicine
3839,1574-1192,2.725,Pervasive and Mobile Computing
3840,0025-1747,2.723,MANAGEMENT DECISION
3841,0031-8655,2.721,PHOTOCHEMISTRY AND PHOTOBIOLOGY
3842,1061-2971,2.721,RESTORATION ECOLOGY
3843,1123-6337,2.721,Techniques in Coloproctology
3844,1010-061X,2.720,JOURNAL OF EVOLUTIONARY BIOLOGY
3845,1541-6933,2.720,Neurocritical Care
3846,1524-6175,2.719,Journal of Clinical Hypertension
3847,2210-7401,2.718,Clinics and Research in Hepatology and Gastroenterology
3848,0304-8853,2.717,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS
3849,0300-9475,2.717,SCANDINAVIAN JOURNAL OF IMMUNOLOGY
3850,1526-0542,2.716,Paediatric Respiratory Reviews
3851,0000-0000,2.714,Geoscience Data Journal
3852,1939-1382,2.714,IEEE Transactions on Learning Technologies
3853,1939-1382,2.714,IEEE Transactions on Learning Technologies
3854,0000-0000,2.714,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING
3855,0000-0000,2.713,JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME
3856,0967-4845,2.712,BRITISH JOURNAL OF BIOMEDICAL SCIENCE
3857,0000-0000,2.712,Indian Journal of Dermatology Venereology & Leprology
3858,0036-1429,2.712,SIAM JOURNAL ON NUMERICAL ANALYSIS
3859,1480-9222,2.711,BIOLOGICAL PROCEDURES ONLINE
3860,0018-9340,2.711,IEEE TRANSACTIONS ON COMPUTERS
3861,1081-597X,2.711,JOURNAL OF REFRACTIVE SURGERY
3862,1342-078X,2.710,Environmental Health and Preventive Medicine
3863,1342-078X,2.710,Environmental Health and Preventive Medicine
3864,1075-9964,2.709,ANAEROBE
3865,0000-0000,2.709,Diabetology & Metabolic Syndrome
3866,1556-8318,2.709,International Journal of Sustainable Transportation
3867,0393-5965,2.708,AEROBIOLOGIA
3868,0951-8339,2.708,MARINE STRUCTURES
3869,0000-0000,2.707,Anaesthesia Critical Care & Pain Medicine
3870,0000-0000,2.707,Diabetes & Vascular Disease Research
3871,0022-1090,2.707,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS
3872,0000-0000,2.707,JOURNAL OF PHYSICS-CONDENSED MATTER
3873,2213-7165,2.706,Journal of Global Antimicrobial Resistance
3874,1532-9194,2.706,MIT SLOAN MANAGEMENT REVIEW
3875,1476-0711,2.705,Annals of Clinical Microbiology and Antimicrobials
3876,0000-0000,2.705,BIRTH-ISSUES IN PERINATAL CARE
3877,0000-0000,2.705,BIRTH-ISSUES IN PERINATAL CARE
3878,0000-0000,2.705,Frontiers in Materials
3879,1471-244X,2.704,BMC Psychiatry
3880,0268-1080,2.704,HEALTH POLICY AND PLANNING
3881,0268-1080,2.704,HEALTH POLICY AND PLANNING
3882,0022-3433,2.704,JOURNAL OF PEACE RESEARCH
3883,0963-8237,2.703,Journal of Mental Health
3884,0185-1101,2.703,REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA
3885,0735-2751,2.703,SOCIOLOGICAL THEORY
3886,1996-1073,2.702,Energies
3887,0363-2415,2.701,FISHERIES
3888,1045-6740,2.701,PERMAFROST AND PERIGLACIAL PROCESSES
3889,0271-0749,2.700,JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY
3890,1556-7265,2.700,Nanoscale and Microscale Thermophysical Engineering
3891,1015-9770,2.698,CEREBROVASCULAR DISEASES
3892,1100-9233,2.698,JOURNAL OF VEGETATION SCIENCE
3893,1594-0667,2.697,AGING CLINICAL AND EXPERIMENTAL RESEARCH
3894,0000-0000,2.697,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY
3895,1936-0975,2.696,Bayesian Analysis
3896,0000-0000,2.696,Forest Ecosystems
3897,1744-8069,2.696,Molecular Pain
3898,0894-4393,2.696,SOCIAL SCIENCE COMPUTER REVIEW
3899,0894-4393,2.696,SOCIAL SCIENCE COMPUTER REVIEW
3900,1340-6868,2.695,Breast Cancer
3901,1467-3037,2.695,CURRENT ISSUES IN MOLECULAR BIOLOGY
3902,1558-7673,2.695,Clinical Genitourinary Cancer
3903,0012-2823,2.692,DIGESTION
3904,0000-0000,2.692,JOURNAL OF GUIDANCE CONTROL AND DYNAMICS
3905,0000-0000,2.690,JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION
3906,0256-1115,2.690,KOREAN JOURNAL OF CHEMICAL ENGINEERING
3907,1556-1623,2.690,Metacognition and Learning
3908,0003-3472,2.689,ANIMAL BEHAVIOUR
3909,0000-0000,2.689,Frontiers in Earth Science
3910,0886-3350,2.689,JOURNAL OF CATARACT AND REFRACTIVE SURGERY
3911,1471-2334,2.688,BMC INFECTIOUS DISEASES
3912,0720-048X,2.687,EUROPEAN JOURNAL OF RADIOLOGY
3913,0032-0943,2.687,PLANTA MEDICA
3914,0742-051X,2.686,TEACHING AND TEACHER EDUCATION
3915,0883-9441,2.685,JOURNAL OF CRITICAL CARE
3916,0001-6314,2.684,ACTA NEUROLOGICA SCANDINAVICA
3917,1045-2354,2.684,Critical Perspectives on Accounting
3918,2192-5682,2.683,Global Spine Journal
3919,1098-3007,2.683,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS
3920,0000-0000,2.681,BMJ Supportive & Palliative Care
3921,0000-0000,2.681,PULMONARY PHARMACOLOGY & THERAPEUTICS
3922,0020-7128,2.680,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY
3923,1531-636X,2.679,IEEE Circuits and Systems Magazine
3924,1058-2916,2.678,ASAIO JOURNAL
3925,0888-613X,2.678,INTERNATIONAL JOURNAL OF APPROXIMATE REASONING
3926,0895-8696,2.678,JOURNAL OF MOLECULAR NEUROSCIENCE
3927,1941-2711,2.678,Journal of Aerosol Medicine and Pulmonary Drug Delivery
3928,2352-4928,2.678,Materials Today Communications
3929,0010-3640,2.676,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS
3930,0016-7398,2.676,GEOGRAPHICAL JOURNAL
3931,0931-041X,2.676,PEDIATRIC NEPHROLOGY
3932,0885-6230,2.675,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY
3933,0885-6230,2.675,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY
3934,0000-0000,2.675,SYNTHESIS-STUTTGART
3935,0000-0000,2.674,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY
3936,1175-3277,2.674,American Journal of Cardiovascular Drugs
3937,2214-5796,2.673,Big Data Research
3938,1662-5161,2.673,Frontiers in Human Neuroscience
3939,2095-1779,2.673,Journal of Pharmaceutical Analysis
3940,2157-6904,2.672,ACM Transactions on Intelligent Systems and Technology
3941,1756-0381,2.672,BioData Mining
3942,1570-1611,2.672,Current Vascular Pharmacology
3943,1755-4535,2.672,IET Power Electronics
3944,0721-7595,2.672,JOURNAL OF PLANT GROWTH REGULATION
3945,0885-6125,2.672,MACHINE LEARNING
3946,0143-7496,2.671,INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES
3947,0000-0000,2.671,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME
3948,0895-7061,2.669,AMERICAN JOURNAL OF HYPERTENSION
3949,0021-8820,2.668,JOURNAL OF ANTIBIOTICS
3950,0000-0000,2.667,Advances in Nonlinear Analysis
3951,0272-5231,2.667,CLINICS IN CHEST MEDICINE
3952,1936-9751,2.667,Food Analytical Methods
3953,2352-0094,2.667,Geoderma Regional
3954,0361-6274,2.667,HEALTH CARE MANAGEMENT REVIEW
3955,2379-8920,2.667,IEEE Transactions on Cognitive and Developmental Systems
3956,0890-765X,2.667,JOURNAL OF RURAL HEALTH
3957,0890-765X,2.667,JOURNAL OF RURAL HEALTH
3958,1943-815X,2.667,Journal of Integrative Environmental Sciences
3959,0000-0000,2.667,Leukos
3960,0000-0000,2.667,STUDIES IN FAMILY PLANNING
3961,0040-4411,2.667,TEXAS LAW REVIEW
3962,2190-393X,2.664,Drug Delivery and Translational Research
3963,0000-0000,2.663,COMPUTERS & ELECTRICAL ENGINEERING
3964,1883-1958,2.662,Journal of Prosthodontic Research
3965,0022-0175,2.661,JOURNAL OF CREATIVE BEHAVIOR
3966,1557-2625,2.661,Journal of the American Board of Family Medicine
3967,1479-6694,2.660,Future Oncology
3968,1741-0398,2.659,Journal of Enterprise Information Management
3969,0032-5791,2.659,POULTRY SCIENCE
3970,1022-0038,2.659,WIRELESS NETWORKS
3971,0898-8838,2.658,Advances in Inorganic Chemistry
3972,0022-3816,2.658,JOURNAL OF POLITICS
3973,2095-1701,2.657,Frontiers in Energy
3974,0033-7587,2.657,RADIATION RESEARCH
3975,0000-0000,2.656,ATTACHMENT & HUMAN DEVELOPMENT
3976,0895-3988,2.656,BIOMEDICAL AND ENVIRONMENTAL SCIENCES
3977,1754-5048,2.656,Fungal Ecology
3978,1527-6546,2.655,JOURNAL OF NURSING SCHOLARSHIP
3979,1527-6546,2.655,JOURNAL OF NURSING SCHOLARSHIP
3980,0142-159X,2.654,MEDICAL TEACHER
3981,0344-5607,2.654,NEUROSURGICAL REVIEW
3982,0029-8549,2.654,OECOLOGIA
3983,0000-0000,2.654,Planning Theory & Practice
3984,0000-0000,2.653,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES
3985,0000-0000,2.653,Journal of Asian Ceramic Societies
3986,0000-0000,2.652,JOURNAL OF MECHANICAL DESIGN
3987,0963-1798,2.652,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY
3988,0028-3932,2.652,NEUROPSYCHOLOGIA
3989,0028-3932,2.652,NEUROPSYCHOLOGIA
3990,0273-2300,2.652,REGULATORY TOXICOLOGY AND PHARMACOLOGY
3991,0889-7077,2.652,Substance Abuse
3992,0889-7077,2.652,Substance Abuse
3993,0000-0000,2.651,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY
3994,0090-5364,2.650,ANNALS OF STATISTICS
3995,0925-9635,2.650,DIAMOND AND RELATED MATERIALS
3996,1465-0045,2.650,Geopolitics
3997,1662-5196,2.649,Frontiers in Neuroinformatics
3998,0021-8502,2.649,JOURNAL OF AEROSOL SCIENCE
3999,0000-0000,2.649,JOURNAL OF DEVELOPMENT ECONOMICS
4000,0000-0000,2.649,SPORT EDUCATION AND SOCIETY
4001,0000-0000,2.649,SPORT EDUCATION AND SOCIETY
4002,0000-0000,2.648,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY
4003,1526-8209,2.647,Clinical Breast Cancer
4004,1362-1688,2.647,Language Teaching Research
4005,0000-0000,2.647,Royal Society Open Science
4006,0000-0000,2.647,Sport Exercise and Performance Psychology
4007,0000-0000,2.646,AQUACULTURE ECONOMICS & MANAGEMENT
4008,1029-8436,2.646,International Journal of Pavement Engineering
4009,1432-8488,2.646,JOURNAL OF SOLID STATE ELECTROCHEMISTRY
4010,0362-2436,2.646,SPINE
4011,1095-4244,2.646,WIND ENERGY
4012,0168-0102,2.645,NEUROSCIENCE RESEARCH
4013,0000-0000,2.645,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE
4014,0000-0000,2.645,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE
4015,0000-0000,2.645,Symmetry-Basel
4016,1591-8890,2.644,CLINICAL AND EXPERIMENTAL MEDICINE
4017,0022-0027,2.644,JOURNAL OF CONFLICT RESOLUTION
4018,0867-5910,2.644,JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY
4019,1877-7503,2.644,Journal of Computational Science
4020,1619-0033,2.643,NeoBiota
4021,0958-8221,2.642,Computer Assisted Language Learning
4022,0030-2414,2.642,ONCOLOGY
4022,0890-9091,2.642,ONCOLOGY
4023,0031-6970,2.641,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY
4024,1431-2174,2.641,HYDROGEOLOGY JOURNAL
4025,2047-1025,2.641,Transnational Environmental Law
4026,2191-219X,2.640,EJNMMI Research
4027,0163-4984,2.639,BIOLOGICAL TRACE ELEMENT RESEARCH
4028,0144-8609,2.638,AQUACULTURAL ENGINEERING
4029,0577-9073,2.638,CHINESE JOURNAL OF PHYSICS
4030,0000-0000,2.638,Frontiers in Physics
4031,1069-4730,2.638,JOURNAL OF ENGINEERING EDUCATION
4032,1069-4730,2.638,JOURNAL OF ENGINEERING EDUCATION
4033,0000-0000,2.638,ZOOLOGICAL RESEARCH
4034,0000-0000,2.637,Defence Technology
4035,1540-7063,2.637,INTEGRATIVE AND COMPARATIVE BIOLOGY
4036,0267-7261,2.637,SOIL DYNAMICS AND EARTHQUAKE ENGINEERING
4037,0022-2496,2.635,JOURNAL OF MATHEMATICAL PSYCHOLOGY
4038,0022-2496,2.635,JOURNAL OF MATHEMATICAL PSYCHOLOGY
4039,0741-1235,2.635,SOCIOLOGY OF SPORT JOURNAL
4040,0741-1235,2.635,SOCIOLOGY OF SPORT JOURNAL
4041,0941-4355,2.635,SUPPORTIVE CARE IN CANCER
4042,0000-0000,2.634,Frontiers in Pediatrics
4043,0925-2738,2.634,JOURNAL OF BIOMOLECULAR NMR
4044,0268-3768,2.633,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY
4045,0007-0955,2.632,BRITISH JOURNAL OF CRIMINOLOGY
4046,0263-6484,2.632,CELL BIOCHEMISTRY AND FUNCTION
4047,1389-4501,2.632,CURRENT DRUG TARGETS
4048,1052-5149,2.632,NEUROIMAGING CLINICS OF NORTH AMERICA
4049,0214-9915,2.632,PSICOTHEMA
4050,0000-0000,2.631,Energy Science & Engineering
4051,0167-8760,2.631,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY
4052,0167-8760,2.631,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY
4053,0958-9287,2.631,JOURNAL OF EUROPEAN SOCIAL POLICY
4054,1475-2875,2.631,MALARIA JOURNAL
4055,1389-2029,2.630,CURRENT GENOMICS
4056,1070-5287,2.630,CURRENT OPINION IN PULMONARY MEDICINE
4057,0954-0261,2.630,INTERNATIONAL REVIEW OF PSYCHIATRY
4058,1749-8104,2.630,Neural Development
4059,1888-9891,2.630,Revista de Psiquiatria y Salud Mental
4060,1888-9891,2.630,Revista de Psiquiatria y Salud Mental
4061,1384-5810,2.629,DATA MINING AND KNOWLEDGE DISCOVERY
4062,1535-1084,2.629,NEUROMOLECULAR MEDICINE
4063,0010-5422,2.628,CONDOR
4064,1744-6872,2.628,Pharmacogenetics and Genomics
4065,1004-9541,2.627,CHINESE JOURNAL OF CHEMICAL ENGINEERING
4066,1049-8001,2.627,INTERNATIONAL JOURNAL OF WILDLAND FIRE
4067,0074-7742,2.627,International Review of Neurobiology
4068,0149-5739,2.626,JOURNAL OF THERMAL STRESSES
4069,1052-150X,2.625,BUSINESS ETHICS QUARTERLY
4070,1090-7807,2.624,JOURNAL OF MAGNETIC RESONANCE
4071,0275-5408,2.624,OPHTHALMIC AND PHYSIOLOGICAL OPTICS
4072,1049-7323,2.623,QUALITATIVE HEALTH RESEARCH
4073,1860-5397,2.622,Beilstein Journal of Organic Chemistry
4074,1544-0478,2.622,Journal of Natural Fibers
4075,0000-0000,2.622,Life Science Alliance
4076,0093-7711,2.621,IMMUNOGENETICS
4077,1878-7789,2.621,Nano Communication Networks
4078,1573-2479,2.620,Structure and Infrastructure Engineering
4079,1756-2406,2.619,European Journal of Oral Implantology
4080,0000-0000,2.619,Human Vaccines & Immunotherapeutics
4081,1350-5084,2.619,ORGANIZATION
4082,1756-932X,2.618,Environmental Policy and Governance
4083,1740-8989,2.618,Physical Education and Sport Pedagogy
4084,0004-0894,2.617,AREA
4085,1445-4408,2.617,FUNCTIONAL PLANT BIOLOGY
4086,1357-633X,2.616,JOURNAL OF TELEMEDICINE AND TELECARE
4087,1933-7191,2.616,Reproductive Sciences
4088,0009-8981,2.615,CLINICA CHIMICA ACTA
4089,2223-3652,2.615,Cardiovascular Diagnosis and Therapy
4090,1003-6326,2.615,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA
4091,0000-0000,2.614,Current Stem Cell Research & Therapy
4092,0022-5142,2.614,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE
4093,0000-0000,2.614,Journal of Biomedical Semantics
4094,1460-1060,2.613,European Journal of Innovation Management
4095,1354-523X,2.613,ORAL DISEASES
4096,2190-4286,2.612,Beilstein Journal of Nanotechnology
4097,0889-4906,2.612,ENGLISH FOR SPECIFIC PURPOSES
4098,0000-0000,2.612,International Journal of Press-Politics
4099,0000-0000,2.611,International Forum of Allergy & Rhinology
4100,1069-4404,2.611,SOCIOLOGY OF RELIGION
4101,0927-6505,2.610,ASTROPARTICLE PHYSICS
4102,1574-8928,2.610,Recent Patents on Anti-Cancer Drug Discovery
4103,1759-7706,2.610,Thoracic Cancer
4104,0042-6989,2.610,VISION RESEARCH
4105,0016-8033,2.609,GEOPHYSICS
4106,0000-0000,2.608,Tissue Engineering Part C-Methods
4107,0914-7187,2.607,ANNALS OF NUCLEAR MEDICINE
4108,1815-2406,2.607,Communications in Computational Physics
4109,0738-3991,2.607,PATIENT EDUCATION AND COUNSELING
4110,0738-3991,2.607,PATIENT EDUCATION AND COUNSELING
4111,0000-0000,2.606,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS
4112,2095-4719,2.606,High Power Laser Science and Engineering
4113,0953-1513,2.606,LEARNED PUBLISHING
4114,0007-0882,2.605,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE
4115,0007-0882,2.605,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE
4116,0035-4511,2.604,RHEOLOGICA ACTA
4117,0041-5650,2.604,UCLA LAW REVIEW
4118,0000-0000,2.603,Agronomy-Basel
4119,0147-5916,2.603,COGNITIVE THERAPY AND RESEARCH
4120,0300-3256,2.603,ZOOLOGICA SCRIPTA
4121,2190-6815,2.602,Biomass Conversion and Biorefinery
4122,1570-761X,2.602,Bulletin of Earthquake Engineering
4123,0000-0000,2.602,Food Additives & Contaminants Part B-Surveillance
4124,0000-0000,2.602,MOBILE NETWORKS & APPLICATIONS
4125,0028-3045,2.602,NETWORKS
4126,0000-0000,2.601,Environment and Planning C-Politics and Space
4127,1166-2654,2.600,Basic and Clinical Andrology
4128,1875-2292,2.600,Cancer Microenvironment
4129,0960-085X,2.600,EUROPEAN JOURNAL OF INFORMATION SYSTEMS
4130,0960-085X,2.600,EUROPEAN JOURNAL OF INFORMATION SYSTEMS
4131,1045-9219,2.600,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS
4132,0095-4470,2.600,JOURNAL OF PHONETICS
4133,1089-5639,2.600,JOURNAL OF PHYSICAL CHEMISTRY A
4134,1473-0952,2.600,Planning Theory
4135,1380-6653,2.600,REVIEW OF ACCOUNTING STUDIES
4136,0269-2155,2.599,CLINICAL REHABILITATION
4137,0272-2712,2.598,CLINICS IN LABORATORY MEDICINE
4138,0160-2446,2.598,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY
4139,1746-0751,2.598,Regenerative Medicine
4140,0264-0414,2.597,JOURNAL OF SPORTS SCIENCES
4141,0969-7330,2.597,NURSING ETHICS
4142,0969-7330,2.597,NURSING ETHICS
