Number,Total Cites,name,score
11021,"7,083",MATHEMATISCHE ZEITSCHRIFT,0.964
11021,"1,288",Revista Brasileira de Anestesiologia,0.964
11025,"2,149",Digest Journal of Nanomaterials and Biostructures,0.963
11025,739,Open Mathematics,0.963
11025,642,Planning Perspectives,0.963
11028,923,ALLELOPATHY JOURNAL,0.962
11028,850,BLUMEA,0.962
11028,756,NEW REPUBLIC,0.962
11028,269,Politikon,0.962
11032,954,Journal of Nanoelectronics and Optoelectronics,0.961
11032,"5,821",QUIMICA NOVA,0.961
11034,561,Acta Botanica Mexicana,0.960
11034,286,FERROELECTRICS LETTERS SECTION,0.960
11034,915,LATIN AMERICAN ANTIQUITY,0.960
11037,462,Botanical Sciences,0.959
11037,891,"ELECTRONIC TRANSACTIONS ON NUMERICAL
ANALYSIS",0.959
11037,337,Horticulture Journal,0.959
11037,"3,785",INFORMATION PROCESSING LETTERS,0.959
11037,716,JOURNAL OF BRITISH STUDIES,0.959
11037,610,Nephrology Nursing Journal,0.959
11037,610,Nephrology Nursing Journal,0.959
11037,382,REVISTA DE METALURGIA,0.959
11045,672,Fetal and Pediatric Pathology,0.958
11045,"1,123",Latin American Journal of Aquatic Research,0.958
11045,"1,804",Review of International Economics,0.958
11048,574,CHILD & FAMILY BEHAVIOR THERAPY,0.957
11048,"3,053",JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION,0.957
11048,505,Journal of Eye Movement Research,0.957
11051,"1,183",Archives of Biological Sciences,0.956
11051,770,INDAGATIONES MATHEMATICAE-NEW SERIES,0.956
11051,612,Information Visualization,0.956
11051,"2,748",THEORETICAL AND MATHEMATICAL PHYSICS,0.956
11055,"2,052",ACTA MATHEMATICA SINICA-ENGLISH SERIES,0.955
11055,987,ACTA VETERINARIA HUNGARICA,0.955
11055,"1,451",CHIRURG,0.955
11055,275,Heroin Addiction and Related Clinical Problems,0.955
11055,665,International Journal of Music Education,0.955
11060,"4,550",SOUTHERN MEDICAL JOURNAL,0.954
11061,330,European Surgery-Acta Chirurgica Austriaca,0.953
11061,477,Revista de Estudios Sociales,0.953
11063,928,"INVERTEBRATE REPRODUCTION &
DEVELOPMENT",0.952
11064,"1,453",Radioengineering,0.951
11065,"1,516","NEUES JAHRBUCH FUR GEOLOGIE UND
PALAONTOLOGIE-ABHANDLUNGEN",0.950
11066,"1,073",JOURNAL OF PHILOSOPHY OF EDUCATION,0.949
11066,"1,854","JOURNAL OF THE MATHEMATICAL SOCIETY OF
JAPAN",0.949
11066,"1,044",Journal of Elementology,0.949
11069,655,Central European Journal of Energetic Materials,0.948
11069,663,JOURNAL OF COSMETIC SCIENCE,0.948
11069,341,Kuwait Journal of Science,0.948
11072,"1,122",AMERICAN JOURNAL OF FAMILY THERAPY,0.947
11072,39,Advancements of Microbiology,0.947
11072,300,Plastic Surgery,0.947
11075,"2,325",COMBUSTION EXPLOSION AND SHOCK WAVES,0.946
11075,419,International Journal of Sport Finance,0.946
11075,"1,767",SOCIOLOGICAL INQUIRY,0.946
11078,"1,443",Experimental and Clinical Transplantation,0.945
11078,"2,801",JOURNAL OF ELECTRONIC IMAGING,0.945
11078,511,"MATHEMATICAL AND COMPUTER MODELLING
OF DYNAMICAL SYSTEMS",0.945
11081,724,CARIBBEAN JOURNAL OF SCIENCE,0.944
11081,204,Engineering Studies,0.944
11081,204,Engineering Studies,0.944
11081,642,JOURNAL OF AUTOMATED REASONING,0.944
11081,"1,247",JOURNAL OF MEDICINE AND PHILOSOPHY,0.944
11081,"1,673",MAMMALIA,0.944
11081,589,SOCIAL COMPASS,0.944
11088,527,ACTA BOTANICA CROATICA,0.943
11088,"1,011",ACTA SOCIETATIS BOTANICORUM POLONIAE,0.943
11088,971,"AMERICAN JOURNAL OF ECONOMICS AND
SOCIOLOGY",0.943
11088,657,CHILDRENS HEALTH CARE,0.943
11088,"1,237",CONTEMPORARY ECONOMIC POLICY,0.943
11093,"1,330",Exploration Geophysics,0.942
11093,832,ZENTRALBLATT FUR CHIRURGIE,0.942
11095,714,HASTINGS LAW JOURNAL,0.941
11095,39,International Journal of AEROSPACE Psychology,0.941
11095,660,NUKLEONIKA,0.941
11095,752,"PROCEEDINGS OF THE LINNEAN SOCIETY OF
NEW SOUTH WALES",0.941
11095,217,Wulfenia,0.941
11100,665,"CANADIAN JOURNAL OF DIETETIC PRACTICE
AND RESEARCH",0.940
11100,873,CERAMICS-SILIKATY,0.940
11100,435,Drvna Industrija,0.940
11100,694,Periodica Mathematica Hungarica,0.940
11104,693,"JOURNAL OF THEORETICAL &
COMPUTATIONAL CHEMISTRY",0.939
11105,591,"ACTA BIOLOGICA CRACOVIENSIA SERIES
BOTANICA",0.938
11105,824,Algebra & Number Theory,0.938
11105,297,"Applied Mathematics-A Journal of Chinese Universities
Series B",0.938
11105,215,Journal of International Dispute Settlement,0.938
11105,406,Open Life Sciences,0.938
11105,702,"STUDIES IN NONLINEAR DYNAMICS AND
ECONOMETRICS",0.938
11111,"1,613",COLLOID JOURNAL,0.937
11111,584,Solid Fuel Chemistry,0.937
11113,297,PROGRAMMING AND COMPUTER SOFTWARE,0.936
11114,481,Advances in Mathematics of Communications,0.935
11114,"1,278",Biomedica,0.935
11114,910,"Stochastics-An International Journal of Probability and
Stochastic Processes",0.935
11117,600,German Economic Review,0.934
11117,552,OIL SHALE,0.934
11119,371,CRYPTOLOGIA,0.933
11119,161,EPE Journal,0.933
11119,367,"MATHEMATICAL PHYSICS ANALYSIS AND
GEOMETRY",0.933
11119,604,Social Analysis,0.933
11119,647,Social Influence,0.933
11124,238,"ASIA PACIFIC JOURNAL OF SOCIAL WORK AND
DEVELOPMENT",0.932
11125,"3,063",ZOOLOGICAL SCIENCE,0.931
11126,726,Bangladesh Journal of Pharmacology,0.930
11126,560,Journal of Development Effectiveness,0.930
11126,337,Revista de Ciencia Politica,0.930
11129,371,EUROPEAN JOURNAL OF MIGRATION AND LAW,0.929
11129,129,"Electronic Research Announcements in Mathematical
Sciences",0.929
11129,"1,120",Hacettepe Journal of Mathematics and Statistics,0.929
11129,501,SWISS JOURNAL OF PSYCHOLOGY,0.929
11133,682,ACTA ICHTHYOLOGICA ET PISCATORIA,0.928
11133,438,ENTERPRISE & SOCIETY,0.928
11133,"1,043","INTERNATIONAL REVIEW OF LAW AND
ECONOMICS",0.928
11136,"2,825",African Health Sciences,0.927
11136,"1,035",Journal of Theoretical and Applied Mechanics,0.927
11136,417,Sequential Analysis-Design Methods and Applications,0.927
11139,341,POLITISCHE VIERTELJAHRESSCHRIFT,0.926
11139,561,Quality Management in Health Care,0.926
11139,561,Quality Management in Health Care,0.926
11142,264,RBGN-Revista Brasileira de Gestao de Negocios,0.925
11142,521,TAIWANIA,0.925
11144,341,ECOLOGY LAW QUARTERLY,0.924
11144,929,HUMAN STUDIES,0.924
11144,409,IEEE Pulse,0.924
11147,680,"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM
HUNGARICAE",0.923
11147,479,American Law and Economics Review,0.923
11147,334,Australian Journal of Adult Learning,0.923
11147,"1,709",INDIAN JOURNAL OF PURE & APPLIED PHYSICS,0.923
11147,105,Journal of Demographic Economics,0.923
11147,"2,089",LOW TEMPERATURE PHYSICS,0.923
11147,252,NIHON REOROJI GAKKAISHI,0.923
11147,546,Zeitschrift fur Orthopadie und Unfallchirurgie,0.923
11155,478,Quality Assurance and Safety of Crops & Foods,0.922
11156,"1,924","AMERICAN JOURNAL OF FORENSIC MEDICINE
AND PATHOLOGY",0.921
11156,469,Australian and New Zealand Journal of Family Therapy,0.921
11158,809,JOURNAL OF NIPPON MEDICAL SCHOOL,0.920
11158,"1,326",Journal of Official Statistics,0.920
11158,"1,326",Journal of Official Statistics,0.920
11158,187,POLITICA Y GOBIERNO,0.920
11158,"1,287",World Englishes,0.920
11158,913,Zoologia,0.920
11164,651,"ACM Transactions on Architecture and Code
Optimization",0.919
11164,403,Revista Internacional de Sociologia,0.919
11166,953,CARYOLOGIA,0.918
11167,167,Hong Kong Journal of Occupational Therapy,0.917
11167,"2,809","JOURNAL OF THE AMERICAN MOSQUITO
CONTROL ASSOCIATION",0.917
11167,338,Journal of Latin American and Caribbean Anthropology,0.917
11167,361,NanoEthics,0.917
11167,361,NanoEthics,0.917
11167,342,Stat,0.917
11173,"2,350",Environmental Engineering and Management Journal,0.916
11174,514,"Historical Materialism-Research in Critical Marxist
Theory",0.915
11174,"1,156",PROGRES EN UROLOGIE,0.915
11176,338,Journal of Quantitative Linguistics,0.914
11177,617,Archives of Acoustics,0.913
11177,573,CRITICAL REVIEW,0.913
11177,"1,552",Journal of Ocean University of China,0.913
11177,692,Mechanics & Industry,0.913
11177,749,Orthopaedic Nursing,0.913
11177,749,Orthopaedic Nursing,0.913
11177,619,Pacific Economic Review,0.913
11184,337,JUSTICE SYSTEM JOURNAL,0.912
11184,"2,019",Revista Brasileira de Fruticultura,0.912
11186,"2,488",JOURNAL OF CLINICAL ULTRASOUND,0.910
11186,750,TRANSFORMATION GROUPS,0.910
11188,479,Archives of Clinical Psychiatry,0.909
11188,362,Baltic Journal of Road and Bridge Engineering,0.909
11188,869,JOURNAL OF LATIN AMERICAN STUDIES,0.909
11191,457,Bauingenieur,0.908
11191,558,Gradevinar,0.908
11191,"1,171","PROCEEDINGS OF THE EDINBURGH
MATHEMATICAL SOCIETY",0.908
11194,"4,407",ISRAEL JOURNAL OF MATHEMATICS,0.907
11195,587,FOLIA BIOLOGICA,0.906
11195,697,Neurosciences,0.906
11197,452,"Boletin Latinoamericano y del Caribe de Plantas
Medicinales y Aromaticas",0.905
11197,72,Journal of Forensic Psychology Research and Practice,0.905
11197,336,OBSERVATORY,0.905
11197,"1,659",SEED SCIENCE AND TECHNOLOGY,0.905
11197,320,VERHALTENSTHERAPIE,0.905
11197,320,VERHALTENSTHERAPIE,0.905
11203,473,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,0.904
11204,248,"Archive for the Psychology of Religion-Archiv fur
Religionspsychologie",0.903
11204,197,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0.903
11204,635,University Politehnica of Bucharest Scientific Bulletin- Series A-Applied Mathematics and Physics,0.903
11207,588,AUSTRALIAN FEMINIST STUDIES,0.902
11207,477,International Journal of Aeronautical and Space Sciences,0.902
11209,348,Africa Spectrum,0.900
11209,479,CANADIAN PUBLIC ADMINISTRATION- ADMINISTRATION PUBLIQUE DU CANADA,0.900
11209,"1,821",DEVELOPMENT GENES AND EVOLUTION,0.900
11209,982,ECONOMICS OF TRANSITION,0.900
11209,221,Econ Journal Watch,0.900
11209,826,Indian Journal of Hematology and Blood Transfusion,0.900
11215,631,Journal of Language and Politics,0.899
11216,"1,207","INTERNATIONAL JOURNAL OF MIDDLE EAST
STUDIES",0.898
11216,607,Promet-Traffic & Transportation,0.898
11218,198,Investment Analysts Journal,0.897
11218,"1,145",Journal of Mechanics in Medicine and Biology,0.897
11218,468,"ZEITSCHRIFT FUR PADAGOGISCHE
PSYCHOLOGIE",0.897
11221,930,ARKIV FOR MATEMATIK,0.896
11221,"5,041","MOLECULAR CRYSTALS AND LIQUID
CRYSTALS",0.896
11223,344,Journal of Competition Law & Economics,0.895
11223,"6,398",PHYSICS OF THE SOLID STATE,0.895
11223,248,Revista de la Construccion,0.895
11226,306,Digital Scholarship in the Humanities,0.894
11227,"1,244","CHINESE JOURNAL OF STRUCTURAL
CHEMISTRY",0.893
11227,"7,018","COMMUNICATIONS IN STATISTICS-THEORY
AND METHODS",0.893
11227,144,Journal of Australian Political Economy,0.893
11230,"1,046",ACTA MEDICA OKAYAMA,0.892
11230,802,ACTA PROTOZOOLOGICA,0.892
11230,579,British Journal of Music Education,0.892
11230,448,Contemporary Political Theory,0.892
11230,589,HISTORY OF SCIENCE,0.892
11230,589,HISTORY OF SCIENCE,0.892
11230,"2,715",ISRAEL MEDICAL ASSOCIATION JOURNAL,0.892
11230,931,Iranian Journal of Kidney Diseases,0.892
11230,"5,247",JOURNAL OF APPLIED ICHTHYOLOGY,0.892
11230,903,KYBERNETIKA,0.892
11230,928,RATIONALITY AND SOCIETY,0.892
11241,348,Erwerbs-Obstbau,0.891
11241,868,"MARINE AND FRESHWATER BEHAVIOUR AND
PHYSIOLOGY",0.891
11241,"3,060",OPTICS AND SPECTROSCOPY,0.891
11241,"1,691","PROCEEDINGS OF THE ENTOMOLOGICAL
SOCIETY OF WASHINGTON",0.891
11245,540,Current Pharmaceutical Analysis,0.890
11245,"1,238","INTERNATIONAL JOURNAL OF QUANTUM
INFORMATION",0.890
11245,"10,840",JOURNAL OF ALGEBRA,0.890
11245,"1,036",OPTICAL REVIEW,0.890
11249,119,"Eco mont-Journal on Protected Mountain Areas
Research",0.889
11249,292,Global Economic Review,0.889
11249,205,"International Review of Research in Developmental
Disabilities",0.889
11249,560,Journal of Mental Health Policy and Economics,0.889
11249,502,Spatial Cognition and Computation,0.889
11249,697,THEORETICAL MEDICINE AND BIOETHICS,0.889
11255,"1,188",JOURNAL OF THEORETICAL PROBABILITY,0.888
11256,939,"ANNALES DE LIMNOLOGIE-INTERNATIONAL
JOURNAL OF LIMNOLOGY",0.887
11256,"1,529",CROATICA CHEMICA ACTA,0.887
11256,399,Diving and Hyperbaric Medicine,0.887
11256,469,"HARVARD JOURNAL OF LAW AND PUBLIC
POLICY",0.887
11260,"1,970",APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0.886
11260,238,ORNITHOLOGICAL SCIENCE,0.886
11262,366,Annals of Functional Analysis,0.885
11262,831,Chalcogenide Letters,0.885
11262,464,"Economic Computation and Economic Cybernetics
Studies and Research",0.885
11262,464,"Economic Computation and Economic Cybernetics
Studies and Research",0.885
11262,873,IHERINGIA SERIE ZOOLOGIA,0.885
11267,866,Cultural Studies-Critical Methodologies,0.883
11267,996,GLASS PHYSICS AND CHEMISTRY,0.883
11267,"1,016",NURSING SCIENCE QUARTERLY,0.883
11267,"1,016",NURSING SCIENCE QUARTERLY,0.883
11271,404,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,0.882
11272,467,Applications of Mathematics,0.881
11272,"2,175",GEOCHEMISTRY INTERNATIONAL,0.881
11272,"1,102","INDIAN JOURNAL OF ENGINEERING AND
MATERIALS SCIENCES",0.881
11272,"1,305",NEUROCASE,0.881
11276,622,DEVELOPING ECONOMIES,0.880
11276,553,"JOURNAL OF ELECTRONIC TESTING-THEORY
AND APPLICATIONS",0.880
11276,287,"STUDIES IN AMERICAN POLITICAL
DEVELOPMENT",0.880
11276,202,Theology and Science,0.880
11280,"1,272","CANADIAN JOURNAL OF EXPERIMENTAL
PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE",0.878
11280,"1,079",INSIGHT,0.878
11280,747,Integrative Psychological and Behavioral Science,0.878
11283,447,ANTHROPOLOGISCHER ANZEIGER,0.877
11283,338,Acta Endocrinologica-Bucharest,0.877
11283,"1,123",GLOBAL GOVERNANCE,0.877
11283,579,International Journal of Gerontology,0.877
11283,"2,260",PHYSICS OF METALS AND METALLOGRAPHY,0.877
11288,798,FIBRE CHEMISTRY,0.876
11288,545,"JAPAN JOURNAL OF INDUSTRIAL AND APPLIED
MATHEMATICS",0.876
11290,275,ACTA OECONOMICA,0.875
11290,"1,569","CANADIAN JOURNAL OF STATISTICS-REVUE
CANADIENNE DE STATISTIQUE",0.875
11290,314,CIRCUIT WORLD,0.875
11290,147,Geneva Risk and Insurance Review,0.875
11290,"1,046",ITALIAN JOURNAL OF FOOD SCIENCE,0.875
11290,423,Intercultural Pragmatics,0.875
11290,"1,167",JOURNAL OF ALGEBRAIC COMBINATORICS,0.875
11290,489,Journal of Hyperbolic Differential Equations,0.875
11290,892,MODERN CHINA,0.875
11290,"1,063",Malawi Medical Journal,0.875
11290,"3,013",PRESENCE-Virtual and Augmented Reality,0.875
11301,653,International Politics,0.874
11302,527,Collectanea Mathematica,0.873
11303,858,AMERICAN ANNALS OF THE DEAF,0.872
11303,"1,235",ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,0.872
11303,485,Advances in Cognitive Psychology,0.872
11303,"1,539",JOURNAL OF GENERAL PSYCHOLOGY,0.872
11307,683,Funkcialaj Ekvacioj-Serio Internacia,0.871
11307,795,History of Education,0.871
11307,443,IMAGING SCIENCE JOURNAL,0.871
11310,77,AUSTRAL JOURNAL OF VETERINARY SCIENCES,0.870
11310,"8,359",DISCRETE MATHEMATICS,0.870
11310,382,English Language & Linguistics,0.870
11310,"2,035",REVISTA DE NEUROLOGIA,0.870
11310,"5,547",STATISTICS & PROBABILITY LETTERS,0.870
11315,462,Clinical Case Studies,0.869
11315,233,Horticultural Science & Technology,0.869
11317,"3,960",RUSSIAN JOURNAL OF GENERAL CHEMISTRY,0.868
11318,261,"AKCE International Journal of Graphs and
Combinatorics",0.867
11318,"1,397",JOURNAL OF AMERICAN HISTORY,0.867
11318,"1,185",LETTERS IN ORGANIC CHEMISTRY,0.867
11318,"1,564",Noise & Health,0.867
11322,405,Czech Journal of Genetics and Plant Breeding,0.865
11323,"1,139",Feminist Theory,0.864
11323,"3,757",INORGANIC MATERIALS,0.864
11323,174,"Revista de la Facultad de Agronomia de la Universidad
del Zulia",0.864
11326,"1,159",BRITTONIA,0.863
11326,"1,248",SCIENCE OF COMPUTER PROGRAMMING,0.863
11328,990,HERPETOLOGICAL JOURNAL,0.862
11329,569,ENGINEERING ECONOMIST,0.861
11329,569,ENGINEERING ECONOMIST,0.861
11329,491,"JOURNAL OF MULTIPLE-VALUED LOGIC AND
SOFT COMPUTING",0.861
11329,465,LOGIC JOURNAL OF THE IGPL,0.861
11333,739,Australasian Journal of Early Childhood,0.860
11333,520,INTERNATIONAL REVIEW OF SOCIAL HISTORY,0.860
11333,268,Idojaras,0.860
11333,"1,304",Intelligent Data Analysis,0.860
11337,220,Problemy Ekorozwoju,0.859
11337,650,Revista Espanola de Investigaciones Sociologicas,0.859
11339,665,Current Medical Imaging,0.858
11339,"1,527",KSII Transactions on Internet and Information Systems,0.858
11341,518,AMERICAN FERN JOURNAL,0.857
11341,313,BULLETIN OF SYMBOLIC LOGIC,0.857
11341,"2,339",JOURNAL OF GRAPH THEORY,0.857
11341,511,JOURNAL OF VETERINARY DENTISTRY,0.857
11341,190,Journal of Geometric Mechanics,0.857
11341,"1,149",PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,0.857
11347,956,ACOUSTICAL PHYSICS,0.856
11347,688,"JPC-JOURNAL OF PLANAR CHROMATOGRAPHY
MODERN TLC",0.856
11349,477,Computational Methods and Function Theory,0.855
11349,"1,466","IDS BULLETIN-INSTITUTE OF DEVELOPMENT
STUDIES",0.855
11349,"1,077","STRATIGRAPHY AND GEOLOGICAL
CORRELATION",0.855
11349,536,"STUDIA SCIENTIARUM MATHEMATICARUM
HUNGARICA",0.855
11353,562,Infancia y Aprendizaje,0.854
11353,"11,358",JOURNAL OF COASTAL RESEARCH,0.854
11353,304,"Journal of Pseudo-Differential Operators and
Applications",0.854
11353,"1,564","MATERIALWISSENSCHAFT UND
WERKSTOFFTECHNIK",0.854
11357,"1,109",JOURNAL OF CONVEX ANALYSIS,0.853
11357,562,ORNIS FENNICA,0.853
11357,336,SCIENTIST,0.853
11357,336,SCIENTIST,0.853
11357,796,STUDIA GEOPHYSICA ET GEODAETICA,0.853
11362,307,ADVANCED COMPOSITES LETTERS,0.852
11362,290,Panoeconomicus,0.852
11364,"1,259",CEREAL RESEARCH COMMUNICATIONS,0.850
11364,332,"China Petroleum Processing & Petrochemical
Technology",0.850
11364,"2,857",RUSSIAN JOURNAL OF APPLIED CHEMISTRY,0.850
11364,396,STUDIA PSYCHOLOGICA,0.850
11364,"1,128",TECHNOLOGY AND CULTURE,0.850
11364,"1,128",TECHNOLOGY AND CULTURE,0.850
11364,"1,074",TROPICAL ECOLOGY,0.850
11371,"1,336",FOLIA PHONIATRICA ET LOGOPAEDICA,0.849
11371,"1,336",FOLIA PHONIATRICA ET LOGOPAEDICA,0.849
11371,"1,325",HEMOGLOBIN,0.849
11371,925,NATURAL AREAS JOURNAL,0.849
11375,"1,780",ADVANCES IN APPLIED MATHEMATICS,0.848
11375,327,Acta Herpetologica,0.848
11375,401,HERZOGIA,0.848
11375,86,International Insolvency Review,0.848
11375,333,Journal of Modern Dynamics,0.848
11375,"2,096",Journal of Traditional Chinese Medicine,0.848
11381,"5,464","CHINESE JOURNAL OF GEOPHYSICS-CHINESE
EDITION",0.847
11381,"2,671",EUROPEAN JOURNAL OF COMBINATORICS,0.847
11381,"2,179",JOURNAL OF SYMBOLIC COMPUTATION,0.847
11384,932,"ANNALS OF GLOBAL ANALYSIS AND
GEOMETRY",0.846
11384,"1,114",Complex Variables and Elliptic Equations,0.846
11384,392,JOURNAL OF ENGLISH LINGUISTICS,0.846
11384,"2,134",PHI DELTA KAPPAN,0.846
11388,"1,476",CHILD WELFARE,0.845
11388,"1,396",Horticultura Brasileira,0.845
11388,"1,688",IMA JOURNAL OF APPLIED MATHEMATICS,0.845
11388,749,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0.845
11392,597,ACTA CARSOLOGICA,0.844
11392,821,CIENCIAS MARINAS,0.844
11392,"2,866",Filomat,0.844
11392,945,MATHEMATIKA,0.844
11396,697,Complex Analysis and Operator Theory,0.843
11396,428,"International Journal on Semantic Web and Information
Systems",0.843
11396,415,PALEONTOLOGICAL RESEARCH,0.843
11399,34,Mediterranean Botany,0.842
11399,"1,413",ZEITSCHRIFT FUR GEOMORPHOLOGIE,0.842
11401,269,HERPETOZOA,0.841
11402,352,European Poultry Science,0.840
11402,151,Journal of Mathematical Logic,0.840
11402,672,Journal of Pension Economics & Finance,0.840
11402,488,"Medizinische Klinik-Intensivmedizin und
Notfallmedizin",0.840
11402,"1,124",Turk Psikiyatri Dergisi,0.840
11407,"2,227",MANUSCRIPTA MATHEMATICA,0.839
11408,296,"Geriatrie et Psychologie Neuropsychiatrie de
Vieillissement",0.838
11408,509,"Gospodarka Surowcami Mineralnymi-Mineral
Resources Management",0.838
11408,288,International Journal of Heavy Vehicle Systems,0.838
11411,332,Current Proteomics,0.837
11411,"3,432",DIFFERENTIAL EQUATIONS,0.837
11411,"2,159",PHARMACEUTICAL CHEMISTRY JOURNAL,0.837
11411,"1,024",RAMANUJAN JOURNAL,0.837
11415,"1,683",INTEGRATED FERROELECTRICS,0.836
11415,513,INTERNATIONAL JOURNAL,0.836
11417,834,Journal of Psychology in Africa,0.835
11418,"1,567",CHINESE JOURNAL OF INORGANIC CHEMISTRY,0.834
11419,414,English Teaching-Practice and Critique,0.833
11419,549,HORTICULTURAL SCIENCE,0.833
11419,"1,635",HUMAN ORGANIZATION,0.833
11419,"1,395","JOURNAL OF THE AUDIO ENGINEERING
SOCIETY",0.833
11419,163,Studies in Symbolic Interaction,0.833
11419,825,TEACHING SOCIOLOGY,0.833
11425,"1,213",Aequationes Mathematicae,0.832
11426,"1,563",APPLIED MAGNETIC RESONANCE,0.831
11426,502,Ciencia e Investigacion Agraria,0.831
11426,"4,489",HETEROCYCLES,0.831
11426,"4,319",JOURNAL OF PURE AND APPLIED ALGEBRA,0.831
11426,"2,169",PAKISTAN JOURNAL OF ZOOLOGY,0.831
11426,602,REFERENCE SERVICES REVIEW,0.831
11426,346,Romanian Journal of Economic Forecasting,0.831
11433,274,Journal of Poverty and Social Justice,0.830
11434,427,Anales del Sistema Sanitario De Navarra,0.829
11434,427,Anales del Sistema Sanitario De Navarra,0.829
11434,313,Journal of Logic Language and Information,0.829
11437,101,"African Journal of Library Archives and Information
Science",0.828
11437,278,Cement Wapno Beton,0.828
11437,180,European Physical Journal H,0.828
11437,881,Zeitschrift fur Erziehungswissenschaft,0.828
11441,"1,305",Algebraic and Geometric Topology,0.827
11441,949,SOCIETY & ANIMALS,0.827
11441,949,SOCIETY & ANIMALS,0.827
11441,"8,571",THEORETICAL COMPUTER SCIENCE,0.827
11441,602,Theoretical and Experimental Chemistry,0.827
11446,"1,361",Brazilian Journal of Poultry Science,0.826
11446,751,"HIGH TEMPERATURE MATERIALS AND
PROCESSES",0.826
